index,Concept Name,Concpet Description,Human Label,Machine Label
56,imonkey bar cushion love,have gel cushion at the wrist such that it would dampen the force on the wrist ,iMonkeyBar,wrist;brake
57,favorite color,let the user have the option to choose any pla color available for the various parts of their hand,Other,hand;ball
58,brain computer interface,open and close hand using hand motor imagery ,Other,hand;ball
59,hand stickers,design popular stickers for the hand and let the children choose their favorite stickers to put on,Other,hand;ball
60,servo box,a handshape box that sits on top of hand for both servo mounting and finger attachment,Harness,finger;fingers
61,octahand luck,have a lever on the back of hand to pressuring in the octapus suction cups on the palm side to lock in an object,,hand;side
62,the reaper,single thin hook with a scycle shape,,hand;side
63,double reaper,like the reaper but with a second scythe on the other side,,hand;side
64,2 positions finger,2 servos to control a finger moving in 2 directions,Control,finger;fingers
65,robotic fingers,roboticlike fingers that has a sensor in the middle to control the gripping,Grippers,wrist;brake
66,sing fing,single finger replacement for patients with most of a hand,,finger;fingers
67,tri fing,modular attachment for short or non existant fingers,,finger;fingers
68,finger of finger fingers,fingers within fingers within fingers,,finger;fingers
69,dual spring clamp,strong gripper for holding things for long periods of time,The Claw,clamp;drum
70,heat molded harness,use heat set foam to mold harness for hand,Niche,hand;clamp
71,cosmetic  attachment,realistic hand attachment that closes when actuated by thumb movmenet,Niche,hand;clamp
72,gravity actuated finger,gravity pulls weight down that closes grip,Finger Designs,wrist;brake
73,paddle shaped finger tip,spring loaded wide finger tip helps grip particular shapes,Finger Designs,wrist;brake
74,igrip,stretchable silicon to gover finger tips with mini spherical texture to increase surface area will provide better grip,Finger Designs,wrist;brake
75,itouch,pressure sensors at tip of fingers as input and vibrator as output placed on wrist in order of the fingers,Finger Designs,wrist;brake
76,auto hold hand,a proximity sensor is implanted in palm to automatically control the gripping motion,Control,hand;clamp
77,bar gripper,a monkey bar gripper that automatically closed due to springs and is safety button on side where is thumb is for releasing the grips,iMonkeyBar,hand;side
78,single joint hand,hook hand with single joint possibly for monkey bars,iMonkeyBar,hand;side
79,spring loaded clamp,mechanism to actuate a normally closed spring with other hand,The Claw,hand;clamp
80,ibike,a myoelectric prosthetic hand designed for biking,Gone Ridin',hand;ball
